월(Monthly),구분,시군구,미분양현황
2017-01,울산,남구,334.0
2017-01,울산,동구,3.0
2017-01,울산,북구,270.0
2017-01,울산,울주군,15.0
2017-01,경기,수원시,10.0
2017-01,경기,성남시,0.0
2017-01,경기,의정부시,14.0
2017-01,경기,안양시,68.0
2017-01,경기,부천시,30.0
2017-01,경기,광명시,0.0
2017-01,경기,동두천시,0.0
2017-01,경기,안산시,312.0
2017-01,경기,고양시,439.0
2017-01,경기,과천시,0.0
2017-01,경기,구리시,0.0
2017-01,경기,오산시,331.0
2017-01,경기,시흥시,357.0
2017-01,경기,군포시,0.0
2017-01,경기,의왕시,0.0
2017-01,경기,하남시,18.0
2017-01,경기,파주시,62.0
2017-01,경기,이천시,54.0
2017-01,경기,김포시,219.0
2017-01,경기,양주시,73.0
2017-01,경기,여주시,0.0
2017-01,경기,광주시,734.0
2017-01,경기,연천군,38.0
2017-01,경기,포천시,0.0
2017-01,경기,가평군,0.0
2017-01,경기,양평군,33.0
2017-01,강원,춘천시,330.0
2017-01,강원,강릉시,367.0
2017-01,강원,동해시,184.0
2017-01,강원,태백시,3.0
2017-01,강원,속초시,12.0
2017-01,강원,삼척시,330.0
2017-01,강원,홍천군,28.0
2017-01,강원,횡성군,133.0
2017-01,강원,영월군,55.0
2017-01,강원,평창군,425.0
2017-01,강원,정선군,172.0
2017-01,강원,철원군,0.0
2017-01,강원,화천군,41.0
2017-01,강원,양구군,0.0
2017-01,강원,인제군,0.0
2017-01,강원,고성군,48.0
2017-01,강원,양양군,0.0
2017-01,충북,괴산군,
2017-01,충북,단양군,0.0
2017-01,충북,보은군,512.0
2017-01,충북,영동군,36.0
2017-01,충북,옥천군,0.0
2017-01,충북,음성군,616.0
2017-01,충북,제천시,607.0
2017-01,충북,증평군,0.0
2017-01,충북,진천군,645.0
2017-01,충북,청원군,0.0
2017-01,충북,충주시,426.0
2017-01,충남,공주시,471.0
2017-01,충남,보령시,4.0
2017-01,충남,논산시,268.0
2017-01,충남,계룡시,81.0
2017-01,충남,당진시,737.0
2017-01,충남,금산군,0.0
2017-01,충남,부여군,512.0
2017-01,충남,서천군,24.0
2017-01,충남,청양군,0.0
2017-01,충남,홍성군,315.0
2017-01,충남,태안군,30.0
2017-01,세종,계,0.0
2017-01,세종,세종시,0.0
2017-01,전북,전주시,769.0
2017-01,전북,익산시,15.0
2017-01,전북,정읍시,36.0
2017-01,전북,남원시,0.0
2017-01,전북,김제시,17.0
2017-01,전북,완주군,291.0
2017-01,전북,진안군,0.0
2017-01,전북,무주군,0.0
2017-01,전북,장수군,0.0
2017-01,전북,임실군,144.0
2017-01,전북,순창군,0.0
2017-01,전북,고창군,16.0
2017-01,전북,부안군,0.0
2017-01,전남,목포시,108.0
2017-01,전남,여수시,3.0
2017-01,전남,순천시,48.0
2017-01,전남,나주시,630.0
2017-01,전남,광양시,344.0
2017-01,전남,담양군,0.0
2017-01,전남,곡성군,0.0
2017-01,전남,구례군,0.0
2017-01,전남,고흥군,0.0
2017-01,전남,보성군,0.0
2017-01,전남,화순군,0.0
2017-01,전남,장흥군,0.0
2017-01,전남,강진군,0.0
2017-01,전남,해남군,0.0
2017-01,전남,영암군,0.0
2017-01,전남,무안군,20.0
2017-01,전남,함평군,0.0
2017-01,전남,영광군,0.0
2017-01,전남,장성군,0.0
2017-01,전남,완도군,0.0
2017-01,전남,진도군,0.0
2017-01,전남,신안군,0.0
2017-01,경북,안동시,87.0
2017-01,경북,영주시,0.0
2017-01,경북,영천시,402.0
2017-01,경북,상주시,7.0
2017-01,경북,문경시,0.0
2017-01,경북,경산시,474.0
2017-01,경북,군위군,0.0
2017-01,경북,의성군,14.0
2017-01,경북,청송군,0.0
2017-01,경북,영양군,0.0
2017-01,경북,영덕군,0.0
2017-01,경북,청도군,0.0
2017-01,경북,고령군,0.0
2017-01,경북,성주군,11.0
2017-01,경북,칠곡군,370.0
2017-01,경북,예천군,730.0
2017-01,경북,봉화군,0.0
2017-01,경북,울진군,0.0
2017-01,경북,울릉군,0.0
2017-01,경남,진주시,298.0
2017-01,경남,통영시,257.0
2017-01,경남,사천시,277.0
2017-01,경남,김해시,395.0
2017-01,경남,밀양시,7.0
2017-01,경남,양산시,843.0
2017-01,경남,의령군,184.0
2017-01,경남,함안군,0.0
2017-01,경남,창녕군,181.0
2017-01,경남,고성군,480.0
2017-01,경남,남해군,0.0
2017-01,경남,하동군,1.0
2017-01,경남,산청군,56.0
2017-01,경남,함양군,6.0
2017-01,경남,거창군,10.0
2017-01,경남,합천군,0.0
2017-01,제주,계,353.0
2017-01,제주,제주시,265.0
2017-01,제주,서귀포시,88.0
2017-02,서울,계,187.0
2017-02,서울,종로구,1.0
2017-02,서울,중구,0.0
2017-02,서울,용산구,0.0
2017-02,서울,성동구,76.0
2017-02,서울,광진구,0.0
2017-02,서울,동대문구,0.0
2017-02,서울,중랑구,0.0
2017-02,서울,성북구,0.0
2017-02,서울,강북구,0.0
2017-02,서울,도봉구,34.0
2017-02,서울,노원구,0.0
2017-02,서울,은평구,0.0
2017-02,서울,서대문구,0.0
2017-02,서울,마포구,0.0
2017-02,서울,양천구,3.0
2017-02,서울,강서구,0.0
2017-02,서울,구로구,0.0
2017-02,서울,금천구,0.0
2017-02,서울,영등포구,0.0
2017-02,서울,동작구,0.0
2017-02,서울,관악구,0.0
2017-02,서울,서초구,16.0
2017-02,서울,강남구,0.0
2017-02,서울,송파구,21.0
2017-02,서울,강동구,36.0
2017-02,부산,중구,0.0
2017-02,부산,서구,0.0
2017-02,부산,동구,155.0
2017-02,부산,영도구,0.0
2017-02,부산,부산진구,7.0
2017-02,부산,동래구,149.0
2017-02,부산,남구,26.0
2017-02,부산,북구,0.0
2017-02,부산,해운대구,175.0
2017-02,부산,사하구,270.0
2017-02,부산,금정구,18.0
2017-02,부산,강서구,142.0
2017-02,부산,연제구,6.0
2017-02,부산,수영구,3.0
2017-02,부산,사상구,40.0
2017-02,부산,기장군,50.0
2017-02,대구,계,703.0
2017-02,대구,중구,0.0
2017-02,대구,동구,145.0
2017-02,대구,서구,0.0
2017-02,대구,남구,28.0
2017-02,대구,북구,42.0
2017-02,대구,수성구,13.0
2017-02,대구,달서구,3.0
2017-02,대구,달성군,472.0
2017-02,인천,동구,0.0
2017-02,인천,남구,434.0
2017-02,인천,연수구,672.0
2017-02,인천,남동구,260.0
2017-02,인천,부평구,0.0
2017-02,인천,계양구,0.0
2017-02,인천,서구,218.0
2017-02,인천,강화군,0.0
2017-02,인천,옹진군,0.0
2017-02,광주,계,764.0
2017-02,광주,동구,119.0
2017-02,광주,서구,7.0
2017-02,광주,남구,68.0
2017-02,광주,북구,235.0
2017-02,광주,광산구,335.0
2017-02,대전,계,726.0
2017-02,대전,동구,239.0
2017-02,대전,중구,141.0
2017-02,대전,서구,255.0
2017-02,대전,유성구,91.0
2017-02,대전,대덕구,0.0
2017-02,울산,계,811.0
2017-02,울산,중구,135.0
2017-02,울산,남구,334.0
2017-02,울산,동구,64.0
2017-02,울산,북구,259.0
2017-02,울산,울주군,19.0
2017-02,경기,수원시,10.0
2017-02,경기,성남시,0.0
2017-02,경기,의정부시,13.0
2017-02,경기,안양시,68.0
2017-02,경기,부천시,23.0
2017-02,경기,광명시,0.0
2017-02,경기,동두천시,0.0
2017-02,경기,안산시,292.0
2017-02,경기,고양시,439.0
2017-02,경기,과천시,0.0
2017-02,경기,구리시,0.0
2017-02,경기,오산시,320.0
2017-02,경기,시흥시,225.0
2017-02,경기,군포시,0.0
2017-02,경기,의왕시,0.0
2017-02,경기,하남시,18.0
2017-02,경기,파주시,47.0
2017-02,경기,이천시,51.0
2017-02,경기,김포시,153.0
2017-02,경기,양주시,68.0
2017-02,경기,여주시,0.0
2017-02,경기,광주시,561.0
2017-02,경기,연천군,34.0
2017-02,경기,포천시,0.0
2017-02,경기,가평군,0.0
2017-02,경기,양평군,31.0
2017-02,강원,춘천시,313.0
2017-02,강원,강릉시,355.0
2017-02,강원,동해시,161.0
2017-02,강원,태백시,3.0
2017-02,강원,속초시,14.0
2017-02,강원,삼척시,177.0
2017-02,강원,홍천군,26.0
2017-02,강원,횡성군,149.0
2017-02,강원,영월군,105.0
2017-02,강원,평창군,425.0
2017-02,강원,정선군,169.0
2017-02,강원,철원군,0.0
2017-02,강원,화천군,41.0
2017-02,강원,양구군,0.0
2017-02,강원,인제군,0.0
2017-02,강원,고성군,45.0
2017-02,강원,양양군,0.0
2017-02,충북,괴산군,0.0
2017-02,충북,단양군,0.0
2017-02,충북,보은군,496.0
2017-02,충북,영동군,33.0
2017-02,충북,옥천군,97.0
2017-02,충북,음성군,612.0
2017-02,충북,제천시,588.0
2017-02,충북,증평군,
2017-02,충북,진천군,627.0
2017-02,충북,청원군,0.0
2017-02,충북,충주시,406.0
2017-02,충남,공주시,433.0
2017-02,충남,보령시,4.0
2017-02,충남,논산시,268.0
2017-02,충남,계룡시,81.0
2017-02,충남,당진시,741.0
2017-02,충남,금산군,0.0
2017-02,충남,부여군,479.0
2017-02,충남,서천군,24.0
2017-02,충남,청양군,0.0
2017-02,충남,홍성군,313.0
2017-02,충남,태안군,209.0
2017-02,세종,계,0.0
2017-02,세종,세종시,0.0
2017-02,전북,전주시,635.0
2017-02,전북,익산시,15.0
2017-02,전북,정읍시,61.0
2017-02,전북,남원시,0.0
2017-02,전북,김제시,17.0
2017-02,전북,완주군,275.0
2017-02,전북,진안군,0.0
2017-02,전북,무주군,0.0
2017-02,전북,장수군,0.0
2017-02,전북,임실군,123.0
2017-02,전북,순창군,0.0
2017-02,전북,고창군,17.0
2017-02,전북,부안군,0.0
2017-02,전남,목포시,108.0
2017-02,전남,여수시,0.0
2017-02,전남,순천시,49.0
2017-02,전남,나주시,604.0
2017-02,전남,광양시,366.0
2017-02,전남,담양군,0.0
2017-02,전남,곡성군,0.0
2017-02,전남,구례군,0.0
2017-02,전남,고흥군,0.0
2017-02,전남,보성군,0.0
2017-02,전남,화순군,0.0
2017-02,전남,장흥군,0.0
2017-02,전남,강진군,0.0
2017-02,전남,해남군,0.0
2017-02,전남,영암군,0.0
2017-02,전남,무안군,18.0
2017-02,전남,함평군,0.0
2017-02,전남,영광군,0.0
2017-02,전남,장성군,0.0
2017-02,전남,완도군,0.0
2017-02,전남,진도군,0.0
2017-02,전남,신안군,0.0
2017-02,경북,안동시,81.0
2017-02,경북,영주시,0.0
2017-02,경북,영천시,417.0
2017-02,경북,상주시,6.0
2017-02,경북,문경시,0.0
2017-02,경북,경산시,467.0
2017-02,경북,군위군,0.0
2017-02,경북,의성군,14.0
2017-02,경북,청송군,0.0
2017-02,경북,영양군,0.0
2017-02,경북,영덕군,0.0
2017-02,경북,청도군,0.0
2017-02,경북,고령군,0.0
2017-02,경북,성주군,11.0
2017-02,경북,칠곡군,337.0
2017-02,경북,예천군,712.0
2017-02,경북,봉화군,0.0
2017-02,경북,울진군,0.0
2017-02,경북,울릉군,0.0
2017-02,경남,진주시,256.0
2017-02,경남,통영시,257.0
2017-02,경남,사천시,258.0
2017-02,경남,김해시,368.0
2017-02,경남,밀양시,3.0
2017-02,경남,양산시,824.0
2017-02,경남,의령군,231.0
2017-02,경남,함안군,0.0
2017-02,경남,창녕군,118.0
2017-02,경남,고성군,551.0
2017-02,경남,남해군,0.0
2017-02,경남,하동군,1.0
2017-02,경남,산청군,52.0
2017-02,경남,함양군,6.0
2017-02,경남,거창군,9.0
2017-02,경남,합천군,0.0
2017-02,제주,계,446.0
2017-02,제주,제주시,355.0
2017-02,제주,서귀포시,91.0
2017-03,서울,계,200.0
2017-03,서울,종로구,1.0
2017-03,서울,중구,0.0
2017-03,서울,용산구,0.0
2017-03,서울,성동구,71.0
2017-03,서울,광진구,0.0
2017-03,서울,동대문구,0.0
2017-03,서울,중랑구,0.0
2017-03,서울,성북구,35.0
2017-03,서울,강북구,0.0
2017-03,서울,도봉구,34.0
2017-03,서울,노원구,0.0
2017-03,서울,은평구,0.0
2017-03,서울,서대문구,0.0
2017-03,서울,마포구,0.0
2017-03,서울,양천구,3.0
2017-03,서울,강서구,0.0
2017-03,서울,구로구,0.0
2017-03,서울,금천구,0.0
2017-03,서울,영등포구,0.0
2017-03,서울,동작구,0.0
2017-03,서울,관악구,0.0
2017-03,서울,서초구,16.0
2017-03,서울,강남구,0.0
2017-03,서울,송파구,10.0
2017-03,서울,강동구,30.0
2017-03,부산,계,959.0
2017-03,부산,중구,0.0
2017-03,부산,서구,0.0
2017-03,부산,동구,124.0
2017-03,부산,영도구,0.0
2017-03,부산,부산진구,7.0
2017-03,부산,동래구,132.0
2017-03,부산,남구,17.0
2017-03,부산,북구,0.0
2017-03,부산,해운대구,170.0
2017-03,부산,사하구,256.0
2017-03,부산,금정구,18.0
2017-03,부산,강서구,141.0
2017-03,부산,연제구,6.0
2017-03,부산,수영구,3.0
2017-03,부산,사상구,35.0
2017-03,부산,기장군,50.0
2017-03,대구,계,627.0
2017-03,대구,중구,0.0
2017-03,대구,동구,133.0
2017-03,대구,서구,0.0
2017-03,대구,남구,26.0
2017-03,대구,북구,71.0
2017-03,대구,수성구,9.0
2017-03,대구,달서구,3.0
2017-03,대구,달성군,385.0
2017-03,인천,동구,0.0
2017-03,인천,남구,433.0
2017-03,인천,연수구,901.0
2017-03,인천,남동구,253.0
2017-03,인천,부평구,0.0
2017-03,인천,계양구,0.0
2017-03,인천,서구,271.0
2017-03,인천,강화군,0.0
2017-03,인천,옹진군,0.0
2017-03,광주,계,696.0
2017-03,광주,동구,96.0
2017-03,광주,서구,6.0
2017-03,광주,남구,62.0
2017-03,광주,북구,225.0
2017-03,광주,광산구,307.0
2017-03,대전,계,998.0
2017-03,대전,동구,239.0
2017-03,대전,중구,138.0
2017-03,대전,서구,225.0
2017-03,대전,유성구,301.0
2017-03,대전,대덕구,95.0
2017-03,울산,계,789.0
2017-03,울산,중구,131.0
2017-03,울산,남구,334.0
2017-03,울산,동구,57.0
2017-03,울산,북구,249.0
2017-03,울산,울주군,18.0
2017-03,경기,수원시,10.0
2017-03,경기,성남시,0.0
2017-03,경기,의정부시,101.0
2017-03,경기,안양시,68.0
2017-03,경기,부천시,9.0
2017-03,경기,광명시,0.0
2017-03,경기,동두천시,0.0
2017-03,경기,안산시,263.0
2017-03,경기,고양시,439.0
2017-03,경기,과천시,0.0
2017-03,경기,구리시,0.0
2017-03,경기,시흥시,130.0
2017-03,경기,군포시,0.0
2017-03,경기,의왕시,0.0
2017-03,경기,하남시,18.0
2017-03,경기,파주시,19.0
2017-03,경기,이천시,27.0
2017-03,경기,김포시,88.0
2017-03,경기,양주시,59.0
2017-03,경기,여주시,0.0
2017-03,경기,광주시,675.0
2017-03,경기,연천군,22.0
2017-03,경기,포천시,0.0
2017-03,경기,가평군,0.0
2017-03,경기,양평군,31.0
2017-03,강원,춘천시,306.0
2017-03,강원,강릉시,338.0
2017-03,강원,동해시,152.0
2017-03,강원,태백시,3.0
2017-03,강원,속초시,26.0
2017-03,강원,삼척시,162.0
2017-03,강원,홍천군,26.0
2017-03,강원,횡성군,139.0
2017-03,강원,영월군,104.0
2017-03,강원,평창군,425.0
2017-03,강원,정선군,166.0
2017-03,강원,철원군,0.0
2017-03,강원,화천군,30.0
2017-03,강원,양구군,0.0
2017-03,강원,인제군,0.0
2017-03,강원,고성군,44.0
2017-03,강원,양양군,0.0
2017-03,충북,충주시,392.0
2017-03,충북,제천시,559.0
2017-03,충북,보은군,482.0
2017-03,충북,옥천군,97.0
2017-03,충북,영동군,29.0
2017-03,충북,증평군,0.0
2017-03,충북,진천군,617.0
2017-03,충북,괴산군,0.0
2017-03,충북,음성군,606.0
2017-03,충북,단양군,0.0
2017-03,충북,청원군,0.0
2017-03,충남,공주시,412.0
2017-03,충남,보령시,4.0
2017-03,충남,논산시,268.0
2017-03,충남,계룡시,81.0
2017-03,충남,당진시,737.0
2017-03,충남,금산군,0.0
2017-03,충남,부여군,478.0
2017-03,충남,서천군,24.0
2017-03,충남,청양군,0.0
2017-03,충남,홍성군,296.0
2017-03,충남,태안군,157.0
2017-03,세종,계,0.0
2017-03,세종,세종시,0.0
2017-03,전북,전주시,505.0
2017-03,전북,익산시,12.0
2017-03,전북,정읍시,59.0
2017-03,전북,남원시,0.0
2017-03,전북,김제시,17.0
2017-03,전북,완주군,274.0
2017-03,전북,진안군,0.0
2017-03,전북,무주군,0.0
2017-03,전북,장수군,0.0
2017-03,전북,임실군,111.0
2017-03,전북,순창군,0.0
2017-03,전북,고창군,12.0
2017-03,전북,부안군,0.0
2017-03,전남,목포시,108.0
2017-03,전남,여수시,0.0
2017-03,전남,순천시,103.0
2017-03,전남,나주시,563.0
2017-03,전남,광양시,318.0
2017-03,전남,담양군,0.0
2017-03,전남,곡성군,0.0
2017-03,전남,구례군,0.0
2017-03,전남,고흥군,0.0
2017-03,전남,보성군,0.0
2017-03,전남,화순군,0.0
2017-03,전남,장흥군,0.0
2017-03,전남,강진군,0.0
2017-03,전남,해남군,0.0
2017-03,전남,영암군,0.0
2017-03,전남,무안군,16.0
2017-03,전남,함평군,0.0
2017-03,전남,영광군,0.0
2017-03,전남,장성군,0.0
2017-03,전남,완도군,0.0
2017-03,전남,진도군,0.0
2017-03,전남,신안군,0.0
2017-03,경북,안동시,71.0
2017-03,경북,영주시,0.0
2017-03,경북,영천시,405.0
2017-03,경북,상주시,4.0
2017-03,경북,문경시,0.0
2017-03,경북,경산시,467.0
2017-03,경북,군위군,0.0
2017-03,경북,의성군,14.0
2017-03,경북,청송군,0.0
2017-03,경북,영양군,0.0
2017-03,경북,영덕군,0.0
2017-03,경북,청도군,0.0
2017-03,경북,고령군,0.0
2017-03,경북,성주군,11.0
2017-03,경북,칠곡군,303.0
2017-03,경북,예천군,685.0
2017-03,경북,봉화군,0.0
2017-03,경북,울진군,0.0
2017-03,경북,울릉군,0.0
2017-03,경남,진주시,237.0
2017-03,경남,통영시,256.0
2017-03,경남,사천시,242.0
2017-03,경남,김해시,348.0
2017-03,경남,밀양시,2.0
2017-03,경남,양산시,737.0
2017-03,경남,의령군,219.0
2017-03,경남,함안군,0.0
2017-03,경남,창녕군,118.0
2017-03,경남,고성군,551.0
2017-03,경남,남해군,0.0
2017-03,경남,하동군,0.0
2017-03,경남,산청군,49.0
2017-03,경남,함양군,6.0
2017-03,경남,거창군,8.0
2017-03,경남,합천군,0.0
2017-03,제주,계,735.0
2017-03,제주,제주시,643.0
2017-03,제주,서귀포시,92.0
2017-04,서울,계,157.0
2017-04,서울,종로구,1.0
2017-04,서울,중구,0.0
2017-04,서울,용산구,0.0
2017-04,서울,성동구,62.0
2017-04,서울,광진구,0.0
2017-04,서울,동대문구,0.0
2017-04,서울,중랑구,0.0
2017-04,서울,성북구,26.0
2017-04,서울,강북구,0.0
2017-04,서울,도봉구,21.0
2017-04,서울,노원구,0.0
2017-04,서울,은평구,0.0
2017-04,서울,서대문구,0.0
2017-04,서울,마포구,0.0
2017-04,서울,양천구,3.0
2017-04,서울,강서구,0.0
2017-04,서울,구로구,0.0
2017-04,서울,금천구,0.0
2017-04,서울,영등포구,0.0
2017-04,서울,동작구,0.0
2017-04,서울,관악구,0.0
2017-04,서울,서초구,16.0
2017-04,서울,강남구,0.0
2017-04,서울,송파구,8.0
2017-04,서울,강동구,20.0
2017-04,부산,계,905.0
2017-04,부산,중구,0.0
2017-04,부산,서구,0.0
2017-04,부산,동구,111.0
2017-04,부산,영도구,0.0
2017-04,부산,부산진구,7.0
2017-04,부산,동래구,117.0
2017-04,부산,남구,16.0
2017-04,부산,북구,0.0
2017-04,부산,해운대구,159.0
2017-04,부산,사하구,241.0
2017-04,부산,금정구,18.0
2017-04,부산,강서구,141.0
2017-04,부산,연제구,6.0
2017-04,부산,수영구,9.0
2017-04,부산,사상구,35.0
2017-04,부산,기장군,45.0
2017-04,대구,계,529.0
2017-04,대구,중구,0.0
2017-04,대구,동구,181.0
2017-04,대구,서구,22.0
2017-04,대구,남구,22.0
2017-04,대구,북구,59.0
2017-04,대구,수성구,7.0
2017-04,대구,달서구,3.0
2017-04,대구,달성군,235.0
2017-04,인천,동구,0.0
2017-04,인천,남구,432.0
2017-04,인천,연수구,379.0
2017-04,인천,남동구,243.0
2017-04,인천,부평구,0.0
2017-04,인천,계양구,0.0
2017-04,인천,서구,263.0
2017-04,인천,강화군,0.0
2017-04,인천,옹진군,0.0
2017-04,광주,동구,363.0
2017-04,광주,서구,6.0
2017-04,광주,남구,53.0
2017-04,광주,북구,255.0
2017-04,광주,광산구,715.0
2017-04,대전,계,935.0
2017-04,대전,동구,238.0
2017-04,대전,중구,136.0
2017-04,대전,서구,208.0
2017-04,대전,유성구,270.0
2017-04,대전,대덕구,83.0
2017-04,울산,계,736.0
2017-04,울산,중구,130.0
2017-04,울산,남구,334.0
2017-04,울산,동구,57.0
2017-04,울산,북구,197.0
2017-04,울산,울주군,18.0
2017-04,경기,수원시,10.0
2017-04,경기,성남시,0.0
2017-04,경기,의정부시,82.0
2017-04,경기,안양시,68.0
2017-04,경기,부천시,2.0
2017-04,경기,광명시,0.0
2017-04,경기,동두천시,0.0
2017-04,경기,안산시,256.0
2017-04,경기,고양시,439.0
2017-04,경기,과천시,0.0
2017-04,경기,구리시,0.0
2017-04,경기,남양주시,984.0
2017-04,경기,시흥시,105.0
2017-04,경기,군포시,0.0
2017-04,경기,의왕시,0.0
2017-04,경기,하남시,18.0
2017-04,경기,파주시,19.0
2017-04,경기,이천시,26.0
2017-04,경기,김포시,47.0
2017-04,경기,양주시,920.0
2017-04,경기,여주시,0.0
2017-04,경기,광주시,531.0
2017-04,경기,연천군,32.0
2017-04,경기,포천시,0.0
2017-04,경기,가평군,0.0
2017-04,경기,양평군,30.0
2017-04,강원,춘천시,297.0
2017-04,강원,강릉시,563.0
2017-04,강원,동해시,330.0
2017-04,강원,태백시,3.0
2017-04,강원,속초시,18.0
2017-04,강원,삼척시,146.0
2017-04,강원,홍천군,21.0
2017-04,강원,횡성군,134.0
2017-04,강원,영월군,73.0
2017-04,강원,평창군,425.0
2017-04,강원,정선군,160.0
2017-04,강원,철원군,0.0
2017-04,강원,화천군,25.0
2017-04,강원,양구군,0.0
2017-04,강원,인제군,0.0
2017-04,강원,고성군,44.0
2017-04,강원,양양군,0.0
2017-04,충북,충주시,387.0
2017-04,충북,제천시,540.0
2017-04,충북,보은군,476.0
2017-04,충북,옥천군,365.0
2017-04,충북,영동군,28.0
2017-04,충북,증평군,0.0
2017-04,충북,진천군,610.0
2017-04,충북,괴산군,0.0
2017-04,충북,음성군,598.0
2017-04,충북,단양군,0.0
2017-04,충남,공주시,402.0
2017-04,충남,보령시,42.0
2017-04,충남,서산시,966.0
2017-04,충남,논산시,258.0
2017-04,충남,계룡시,81.0
2017-04,충남,당진시,735.0
2017-04,충남,금산군,0.0
2017-04,충남,부여군,477.0
2017-04,충남,서천군,23.0
2017-04,충남,청양군,0.0
2017-04,충남,홍성군,276.0
2017-04,충남,태안군,284.0
2017-04,세종,계,0.0
2017-04,세종,세종시,0.0
2017-04,전북,전주시,408.0
2017-04,전북,익산시,12.0
2017-04,전북,정읍시,55.0
2017-04,전북,남원시,0.0
2017-04,전북,김제시,227.0
2017-04,전북,완주군,255.0
2017-04,전북,진안군,0.0
2017-04,전북,무주군,0.0
2017-04,전북,장수군,0.0
2017-04,전북,임실군,111.0
2017-04,전북,순창군,0.0
2017-04,전북,고창군,12.0
2017-04,전북,부안군,0.0
2017-04,전남,목포시,108.0
2017-04,전남,여수시,0.0
2017-04,전남,순천시,95.0
2017-04,전남,나주시,492.0
2017-04,전남,광양시,312.0
2017-04,전남,담양군,0.0
2017-04,전남,곡성군,0.0
2017-04,전남,구례군,0.0
2017-04,전남,고흥군,0.0
2017-04,전남,보성군,0.0
2017-04,전남,화순군,0.0
2017-04,전남,장흥군,0.0
2017-04,전남,강진군,0.0
2017-04,전남,해남군,0.0
2017-04,전남,영암군,0.0
2017-04,전남,무안군,16.0
2017-04,전남,함평군,0.0
2017-04,전남,영광군,0.0
2017-04,전남,장성군,0.0
2017-04,전남,완도군,0.0
2017-04,전남,진도군,0.0
2017-04,전남,신안군,0.0
2017-04,경북,안동시,67.0
2017-04,경북,구미시,970.0
2017-04,경북,영주시,0.0
2017-04,경북,영천시,394.0
2017-04,경북,상주시,4.0
2017-04,경북,문경시,0.0
2017-04,경북,경산시,544.0
2017-04,경북,군위군,0.0
2017-04,경북,의성군,14.0
2017-04,경북,청송군,0.0
2017-04,경북,영양군,0.0
2017-04,경북,영덕군,0.0
2017-04,경북,청도군,0.0
2017-04,경북,고령군,0.0
2017-04,경북,성주군,9.0
2017-04,경북,칠곡군,291.0
2017-04,경북,예천군,660.0
2017-04,경북,봉화군,0.0
2017-04,경북,울진군,0.0
2017-04,경북,울릉군,0.0
2017-04,경남,진주시,223.0
2017-04,경남,통영시,256.0
2017-04,경남,사천시,628.0
2017-04,경남,김해시,334.0
2017-04,경남,밀양시,2.0
2017-04,경남,양산시,578.0
2017-04,경남,의령군,203.0
2017-04,경남,함안군,0.0
2017-04,경남,창녕군,119.0
2017-04,경남,고성군,0.0
2017-04,경남,남해군,0.0
2017-04,경남,하동군,0.0
2017-04,경남,산청군,48.0
2017-04,경남,함양군,6.0
2017-04,경남,거창군,8.0
2017-04,경남,합천군,0.0
2017-04,제주,계,914.0
2017-04,제주,제주시,786.0
2017-04,제주,서귀포시,128.0
2017-05,서울,계,119.0
