월(Monthly),구분,시군구,미분양현황
경기,과천시,0.0,
경기,구리시,105.0,
경기,남양주시,1.0,544.0
경기,오산시,159.0,
경기,시흥시,516.0,
경기,군포시,140.0,
경기,의왕시,502.0,
경기,하남시,133.0,
경기,용인시,6.0,556.0
경기,파주시,2.0,489.0
경기,이천시,460.0,
경기,안성시,8.0,
경기,김포시,3.0,459.0
경기,양주시,239.0,
경기,여주군,0.0,
경기,화성시,3.0,94.0
경기,광주시,248.0,
경기,연천군,0.0,
경기,포천시,0.0,
경기,가평군,289.0,
경기,양평군,61.0,
강원,계,4.0,159.0
강원,춘천시,961.0,
강원,원주시,936.0,
강원,강릉시,534.0,
강원,동해시,651.0,
강원,태백시,122.0,
강원,속초시,200.0,
강원,삼척시,0.0,
강원,홍천군,41.0,
강원,횡성군,0.0,
강원,영월군,94.0,
강원,평창군,372.0,
강원,정선군,0.0,
강원,철원군,73.0,
강원,화천군,0.0,
강원,양구군,90.0,
강원,인제군,0.0,
강원,고성군,84.0,
강원,양양군,1.0,
충북,계,504.0,
충북,청주시,166.0,
충북,충주시,17.0,
충북,제천시,0.0,
충북,청원군,81.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,0.0,
충북,증평군,0.0,
충북,진천군,44.0,
충북,괴산군,0.0,
충북,음성군,196.0,
충북,단양군,0.0,
충남,계,2.0,691.0
충남,천안시,1.0,114.0
충남,공주시,14.0,
충남,보령시,93.0,
충남,아산시,560.0,
충남,서산시,145.0,
충남,논산시,11.0,
충남,계룡시,80.0,
충남,금산군,0.0,
충남,연기군,0.0,
충남,부여군,0.0,
충남,서천군,84.0,
충남,청양군,0.0,
충남,홍성군,0.0,
충남,예산군,89.0,
충남,태안군,156.0,
충남,당진시,345.0,
세종,계,0.0,
세종,조치원읍,0.0,
전북,계,443.0,
전북,전주시,83.0,
전북,군산시,0.0,
전북,익산시,0.0,
전북,정읍시,0.0,
전북,남원시,32.0,
전북,김제시,198.0,
전북,완주군,67.0,
전북,진안군,0.0,
전북,무주군,0.0,
전북,장수군,0.0,
전북,임실군,40.0,
전북,순창군,23.0,
전북,고창군,0.0,
전북,부안군,0.0,
전남,계,2.0,348.0
전남,목포시,1.0,42.0
전남,여수시,6.0,
전남,순천시,708.0,
전남,나주시,0.0,
전남,광양시,434.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,0.0,
전남,고흥군,0.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,0.0,
전남,강진군,0.0,
전남,해남군,0.0,
전남,영암군,0.0,
전남,무안군,158.0,
전남,함평군,0.0,
전남,영광군,0.0,
전남,장성군,0.0,
전남,완도군,0.0,
전남,진도군,0.0,
전남,신안군,0.0,
경북,계,3.0,96.0
경북,포항시,1.0,47.0
경북,경주시,112.0,
경북,김천시,560.0,
경북,안동시,472.0,
경북,구미시,452.0,
경북,영주시,0.0,
경북,영천시,9.0,
경북,상주시,0.0,
경북,문경시,225.0,
경북,경산시,18.0,
경북,군위군,0.0,
경북,의성군,0.0,
경북,청송군,0.0,
경북,영양군,0.0,
경북,영덕군,0.0,
경북,청도군,2.0,
경북,고령군,0.0,
경북,성주군,40.0,
경북,칠곡군,39.0,
경북,예천군,0.0,
경북,봉화군,0.0,
경북,울진군,120.0,
경북,울릉군,0.0,
경남,계,9.0,203.0
경남,창원시,2.0,45.0
경남,진주시,1.0,847.0
경남,통영시,145.0,
경남,사천시,768.0,
경남,김해시,578.0,
경남,밀양시,3.0,
경남,거제시,1.0,244.0
경남,양산시,2.0,321.0
경남,의령군,18.0,
경남,함안군,77.0,
경남,창녕군,0.0,
경남,고성군,1.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,15.0,
경남,함양군,1.0,
경남,거창군,140.0,
경남,합천군,0.0,
제주,계,1.0,51.0
제주,제주시,716.0,
제주,서귀포시,335.0,
서울,계,3.0,308.0
서울,종로구,25.0,
서울,중구,57.0,
서울,용산구,83.0,
서울,성동구,243.0,
서울,광진구,26.0,
서울,동대문구,26.0,
서울,중랑구,69.0,
서울,성북구,269.0,
서울,강북구,63.0,
서울,도봉구,0.0,
서울,노원구,7.0,
서울,은평구,178.0,
서울,서대문구,88.0,
서울,마포구,666.0,
서울,양천구,85.0,
서울,강서구,57.0,
서울,구로구,454.0,
서울,금천구,0.0,
서울,영등포구,255.0,
서울,동작구,194.0,
서울,관악구,0.0,
서울,서초구,79.0,
서울,강남구,7.0,
서울,송파구,52.0,
서울,강동구,325.0,
부산,계,6.0,568.0
부산,중구,0.0,
부산,서구,2.0,
부산,동구,0.0,
부산,영도구,142.0,
부산,부산진구,283.0,
부산,동래구,38.0,
부산,남구,0.0,
부산,북구,1.0,159.0
부산,해운대구,380.0,
부산,사하구,104.0,
부산,금정구,179.0,
부산,강서구,2.0,244.0
부산,연제구,90.0,
부산,수영구,177.0,
부산,사상구,76.0,
부산,기장군,1.0,694.0
대구,계,2.0,622.0
대구,중구,362.0,
대구,동구,67.0,
대구,서구,332.0,
대구,남구,0.0,
대구,북구,65.0,
대구,수성구,1.0,194.0
대구,달서구,496.0,
대구,달성군,106.0,
인천,계,4.0,478.0
인천,중구,1.0,123.0
인천,동구,0.0,
인천,남구,712.0,
인천,연수구,1.0,378.0
인천,남동구,272.0,
인천,부평구,56.0,
인천,계양구,240.0,
인천,서구,646.0,
인천,강화군,51.0,
인천,옹진군,0.0,
광주,계,3.0,235.0
광주,동구,46.0,
광주,서구,499.0,
광주,남구,501.0,
광주,북구,1.0,743.0
광주,광산구,446.0,
대전,계,1.0,300.0
대전,동구,1.0,
대전,중구,121.0,
대전,서구,236.0,
대전,유성구,625.0,
대전,대덕구,317.0,
울산,계,3.0,35.0
울산,중구,753.0,
울산,남구,1.0,384.0
울산,동구,83.0,
울산,북구,554.0,
울산,울주군,261.0,
경기,계,25.0,888.0
경기,수원시,1.0,91.0
경기,성남시,138.0,
경기,의정부시,0.0,
경기,안양시,10.0,
경기,부천시,864.0,
경기,광명시,3.0,
경기,평택시,524.0,
경기,동두천시,0.0,
경기,안산시,130.0,
경기,고양시,2.0,925.0
경기,과천시,0.0,
경기,구리시,100.0,
경기,남양주시,1.0,512.0
경기,오산시,159.0,
경기,시흥시,1.0,405.0
경기,군포시,116.0,
경기,의왕시,502.0,
경기,하남시,133.0,
경기,용인시,6.0,442.0
경기,파주시,2.0,483.0
경기,이천시,452.0,
경기,안성시,8.0,
경기,김포시,3.0,188.0
경기,양주시,239.0,
경기,여주군,0.0,
경기,화성시,2.0,873.0
경기,광주시,241.0,
경기,연천군,0.0,
경기,포천시,0.0,
경기,가평군,289.0,
경기,양평군,61.0,
강원,계,4.0,220.0
강원,춘천시,1.0,44.0
강원,원주시,936.0,
강원,강릉시,528.0,
강원,동해시,635.0,
강원,태백시,122.0,
강원,속초시,200.0,
강원,삼척시,0.0,
강원,홍천군,41.0,
강원,횡성군,0.0,
강원,영월군,94.0,
강원,평창군,372.0,
강원,정선군,0.0,
강원,철원군,73.0,
강원,화천군,0.0,
강원,양구군,90.0,
강원,인제군,0.0,
강원,고성군,84.0,
강원,양양군,1.0,
충북,계,455.0,
충북,청주시,138.0,
충북,충주시,17.0,
충북,제천시,0.0,
충북,청원군,64.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,0.0,
충북,증평군,0.0,
충북,진천군,40.0,
충북,괴산군,0.0,
충북,음성군,196.0,
충북,단양군,0.0,
충남,계,2.0,563.0
충남,천안시,1.0,89.0
충남,공주시,10.0,
충남,보령시,93.0,
충남,아산시,480.0,
충남,서산시,145.0,
충남,논산시,11.0,
충남,계룡시,80.0,
충남,금산군,0.0,
충남,연기군,0.0,
충남,부여군,0.0,
충남,서천군,84.0,
충남,청양군,0.0,
충남,홍성군,0.0,
충남,예산군,89.0,
충남,태안군,156.0,
충남,당진시,326.0,
세종,계,102.0,
세종,세종시,102.0,
전북,계,868.0,
전북,전주시,94.0,
전북,군산시,431.0,
전북,익산시,0.0,
전북,정읍시,0.0,
전북,남원시,31.0,
전북,김제시,193.0,
전북,완주군,58.0,
전북,진안군,0.0,
전북,무주군,0.0,
전북,장수군,0.0,
전북,임실군,39.0,
전북,순창군,22.0,
전북,고창군,0.0,
전북,부안군,0.0,
전남,계,2.0,69.0
전남,목포시,1.0,17.0
전남,여수시,0.0,
전남,순천시,532.0,
전남,나주시,0.0,
전남,광양시,363.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,0.0,
전남,고흥군,0.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,0.0,
전남,강진군,0.0,
전남,해남군,0.0,
전남,영암군,0.0,
전남,무안군,157.0,
전남,함평군,0.0,
전남,영광군,0.0,
전남,장성군,0.0,
전남,완도군,0.0,
전남,진도군,0.0,
전남,신안군,0.0,
경북,계,2.0,647.0
경북,포항시,1.0,33.0
경북,경주시,112.0,
경북,김천시,263.0,
경북,안동시,420.0,
경북,구미시,326.0,
경북,영주시,0.0,
경북,영천시,9.0,
경북,상주시,0.0,
경북,문경시,219.0,
경북,경산시,18.0,
경북,군위군,0.0,
경북,의성군,0.0,
경북,청송군,0.0,
경북,영양군,0.0,
경북,영덕군,0.0,
경북,청도군,53.0,
경북,고령군,0.0,
경북,성주군,35.0,
경북,칠곡군,39.0,
경북,예천군,0.0,
경북,봉화군,0.0,
경북,울진군,120.0,
경북,울릉군,0.0,
경남,계,8.0,965.0
경남,창원시,2.0,45.0
경남,진주시,1.0,802.0
경남,통영시,141.0,
경남,사천시,766.0,
경남,김해시,540.0,
경남,밀양시,3.0,
경남,거제시,1.0,229.0
경남,양산시,2.0,247.0
경남,의령군,18.0,
경남,함안군,74.0,
경남,창녕군,0.0,
경남,고성군,1.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,15.0,
경남,함양군,1.0,
경남,거창군,83.0,
경남,합천군,0.0,
제주,계,1.0,63.0
제주,제주시,805.0,
제주,서귀포시,258.0,
서울,계,3.0,168.0
서울,종로구,24.0,
서울,중구,57.0,
서울,용산구,83.0,
서울,성동구,192.0,
서울,광진구,20.0,
서울,동대문구,26.0,
서울,중랑구,55.0,
서울,성북구,268.0,
서울,강북구,63.0,
서울,도봉구,0.0,
서울,노원구,7.0,
서울,은평구,153.0,
서울,서대문구,88.0,
서울,마포구,666.0,
서울,양천구,84.0,
서울,강서구,57.0,
서울,구로구,442.0,
서울,금천구,0.0,
서울,영등포구,255.0,
서울,동작구,172.0,
서울,관악구,0.0,
서울,서초구,77.0,
서울,강남구,0.0,
서울,송파구,51.0,
서울,강동구,328.0,
부산,계,6.0,896.0
부산,중구,0.0,
부산,서구,2.0,
부산,동구,0.0,
부산,영도구,133.0,
부산,부산진구,274.0,
부산,동래구,38.0,
부산,남구,0.0,
부산,북구,1.0,331.0
부산,해운대구,380.0,
부산,사하구,91.0,
부산,금정구,160.0,
부산,강서구,2.0,619.0
부산,연제구,90.0,
부산,수영구,175.0,
부산,사상구,70.0,
부산,기장군,1.0,533.0
대구,계,2.0,347.0
대구,중구,297.0,
대구,동구,41.0,
대구,서구,313.0,
대구,남구,0.0,
대구,북구,37.0,
대구,수성구,1.0,122.0
대구,달서구,465.0,
대구,달성군,72.0,
인천,계,5.0,80.0
인천,중구,1.0,198.0
인천,동구,0.0,
인천,남구,663.0,
인천,연수구,1.0,888.0
인천,남동구,248.0,
인천,부평구,37.0,
인천,계양구,240.0,
인천,서구,755.0,
인천,강화군,51.0,
인천,옹진군,0.0,
광주,계,1.0,612.0
광주,동구,45.0,
광주,서구,480.0,
광주,남구,605.0,
광주,북구,58.0,
광주,광산구,424.0,
대전,계,1.0,303.0
대전,동구,1.0,
대전,중구,198.0,
대전,서구,218.0,
대전,유성구,571.0,
대전,대덕구,315.0,
울산,계,2.0,792.0
울산,중구,700.0,
울산,남구,1.0,271.0
울산,동구,83.0,
울산,북구,489.0,
울산,울주군,249.0,
경기,계,24.0,511.0
경기,수원시,1.0,91.0
경기,성남시,138.0,
경기,의정부시,0.0,
경기,안양시,10.0,
경기,부천시,858.0,
경기,광명시,3.0,
경기,평택시,491.0,
경기,동두천시,0.0,
경기,안산시,108.0,
경기,고양시,2.0,617.0
경기,과천시,0.0,
경기,구리시,100.0,
경기,남양주시,1.0,475.0
경기,오산시,159.0,
경기,시흥시,1.0,183.0
경기,군포시,105.0,
경기,의왕시,502.0,
경기,하남시,133.0,
경기,용인시,6.0,191.0
경기,파주시,2.0,493.0
경기,이천시,422.0,
경기,안성시,8.0,
경기,김포시,3.0,188.0
경기,양주시,229.0,
경기,여주군,0.0,
경기,화성시,2.0,424.0
경기,광주시,234.0,
경기,연천군,0.0,
경기,포천시,0.0,
경기,가평군,288.0,
경기,양평군,61.0,
강원,계,3.0,846.0
강원,춘천시,1.0,37.0
강원,원주시,724.0,
강원,강릉시,519.0,
강원,동해시,610.0,
강원,태백시,31.0,
강원,속초시,200.0,
강원,삼척시,0.0,
강원,홍천군,36.0,
강원,횡성군,0.0,
강원,영월군,91.0,
강원,평창군,372.0,
강원,정선군,0.0,
강원,철원군,60.0,
강원,화천군,0.0,
강원,양구군,82.0,
강원,인제군,0.0,
강원,고성군,84.0,
강원,양양군,0.0,
충북,계,902.0,
충북,청주시,339.0,
충북,충주시,261.0,
충북,제천시,0.0,
충북,청원군,72.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,0.0,
충북,증평군,0.0,
충북,진천군,34.0,
충북,괴산군,0.0,
충북,음성군,196.0,
충북,단양군,0.0,
충남,계,2.0,697.0
충남,천안시,1.0,281.0
충남,공주시,3.0,
충남,보령시,93.0,
충남,아산시,462.0,
충남,서산시,145.0,
충남,논산시,11.0,
충남,계룡시,79.0,
충남,금산군,0.0,
충남,연기군,0.0,
충남,부여군,0.0,
충남,서천군,75.0,
충남,청양군,0.0,
충남,홍성군,0.0,
충남,예산군,89.0,
충남,태안군,156.0,
충남,당진시,303.0,
세종,계,721.0,
세종,세종시,721.0,
전북,계,1.0,41.0
전북,전주시,358.0,
전북,군산시,402.0,
전북,익산시,23.0,
전북,정읍시,0.0,
전북,남원시,31.0,
전북,김제시,166.0,
전북,완주군,0.0,
전북,진안군,0.0,
전북,무주군,0.0,
전북,장수군,0.0,
전북,임실군,39.0,
전북,순창군,22.0,
전북,고창군,0.0,
전북,부안군,0.0,
전남,계,1.0,993.0
전남,목포시,1.0,7.0
전남,여수시,0.0,
전남,순천시,469.0,
전남,나주시,0.0,
전남,광양시,363.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,0.0,
전남,고흥군,0.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,0.0,
전남,강진군,0.0,
전남,해남군,0.0,
전남,영암군,0.0,
전남,무안군,154.0,
전남,함평군,0.0,
전남,영광군,0.0,
전남,장성군,0.0,
전남,완도군,0.0,
전남,진도군,0.0,
전남,신안군,0.0,
경북,계,2.0,375.0
경북,포항시,940.0,
경북,경주시,95.0,
경북,김천시,213.0,
경북,안동시,379.0,
경북,구미시,277.0,
경북,영주시,0.0,
경북,영천시,9.0,
경북,상주시,0.0,
경북,문경시,214.0,
경북,경산시,18.0,
경북,군위군,0.0,
경북,의성군,0.0,
경북,청송군,0.0,
경북,영양군,0.0,
경북,영덕군,0.0,
경북,청도군,49.0,
경북,고령군,0.0,
경북,성주군,31.0,
경북,칠곡군,37.0,
경북,예천군,0.0,
경북,봉화군,0.0,
경북,울진군,113.0,
경북,울릉군,0.0,
경남,계,8.0,353.0
경남,창원시,1.0,803.0
경남,진주시,1.0,774.0
경남,통영시,141.0,
경남,사천시,720.0,
경남,김해시,497.0,
경남,밀양시,3.0,
경남,거제시,1.0,175.0
경남,양산시,2.0,65.0
경남,의령군,18.0,
경남,함안군,63.0,
경남,창녕군,0.0,
경남,고성군,1.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,14.0,
경남,함양군,1.0,
경남,거창군,78.0,
경남,합천군,0.0,
제주,계,996.0,
제주,제주시,750.0,
제주,서귀포시,246.0,
서울,계,3.0,35.0
서울,종로구,21.0,
서울,중구,57.0,
서울,용산구,83.0,
서울,성동구,166.0,
서울,광진구,20.0,
서울,동대문구,3.0,
서울,중랑구,55.0,
서울,성북구,225.0,
서울,강북구,63.0,
서울,도봉구,0.0,
서울,노원구,7.0,
서울,은평구,130.0,
서울,서대문구,88.0,
서울,마포구,709.0,
서울,양천구,84.0,
서울,강서구,57.0,
서울,구로구,422.0,
서울,금천구,0.0,
서울,영등포구,255.0,
서울,동작구,160.0,
서울,관악구,0.0,
서울,서초구,75.0,
서울,강남구,0.0,
서울,송파구,51.0,
서울,강동구,304.0,
부산,계,6.0,131.0
부산,중구,0.0,
부산,서구,2.0,
부산,동구,0.0,
부산,영도구,133.0,
부산,부산진구,267.0,
부산,동래구,38.0,
부산,남구,0.0,
부산,북구,904.0,
부산,해운대구,380.0,
부산,사하구,74.0,
부산,금정구,176.0,
부산,강서구,2.0,388.0
부산,연제구,64.0,
부산,수영구,161.0,
부산,사상구,63.0,
부산,기장군,1.0,481.0
대구,계,2.0,89.0
대구,중구,203.0,
대구,동구,40.0,
대구,서구,287.0,
대구,남구,0.0,
대구,북구,24.0,
대구,수성구,1.0,84.0
대구,달서구,403.0,
대구,달성군,48.0,
인천,계,5.0,68.0
인천,중구,1.0,238.0
인천,동구,0.0,
인천,남구,636.0,
인천,연수구,1.0,683.0
인천,남동구,230.0,
인천,부평구,37.0,
인천,계양구,240.0,
인천,서구,964.0,
인천,강화군,40.0,
인천,옹진군,0.0,
광주,계,1.0,471.0
광주,동구,45.0,
광주,서구,453.0,
광주,남구,466.0,
광주,북구,119.0,
광주,광산구,388.0,
대전,계,1.0,399.0
대전,동구,1.0,
대전,중구,176.0,
대전,서구,188.0,
대전,유성구,719.0,
대전,대덕구,315.0,
울산,계,2.0,438.0
울산,중구,561.0,
울산,남구,1.0,154.0
울산,동구,81.0,
울산,북구,405.0,
울산,울주군,237.0,
경기,계,25.0,164.0
경기,수원시,1.0,91.0
경기,성남시,138.0,
경기,의정부시,0.0,
경기,안양시,10.0,
경기,부천시,847.0,
경기,광명시,3.0,
경기,평택시,457.0,
경기,동두천시,0.0,
경기,안산시,100.0,
경기,고양시,2.0,575.0
경기,과천시,0.0,
경기,구리시,97.0,
경기,남양주시,1.0,425.0
경기,오산시,157.0,
경기,시흥시,984.0,
경기,군포시,105.0,
경기,의왕시,502.0,
경기,하남시,133.0,
경기,용인시,6.0,191.0
경기,파주시,2.0,493.0
경기,이천시,396.0,
경기,안성시,8.0,
경기,김포시,2.0,577.0
경기,양주시,226.0,
경기,여주군,0.0,
경기,화성시,4.0,119.0
경기,광주시,203.0,
경기,연천군,0.0,
경기,포천시,0.0,
경기,가평군,266.0,
경기,양평군,61.0,
강원,계,4.0,149.0
강원,춘천시,1.0,17.0
강원,원주시,1.0,83.0
강원,강릉시,519.0,
강원,동해시,571.0,
강원,태백시,31.0,
강원,속초시,200.0,
강원,삼척시,0.0,
강원,홍천군,42.0,
강원,횡성군,0.0,
강원,영월군,87.0,
강원,평창군,372.0,
강원,정선군,0.0,
강원,철원군,60.0,
강원,화천군,0.0,
강원,양구군,82.0,
강원,인제군,0.0,
강원,고성군,84.0,
강원,양양군,1.0,
충북,계,811.0,
충북,청주시,226.0,
충북,충주시,251.0,
충북,제천시,48.0,
충북,청원군,65.0,
충북,보은군,0.0,
충북,옥천군,0.0,
충북,영동군,0.0,
충북,증평군,0.0,
충북,진천군,28.0,
충북,괴산군,0.0,
충북,음성군,193.0,
충북,단양군,0.0,
충남,계,2.0,555.0
충남,천안시,1.0,104.0
충남,공주시,0.0,
충남,보령시,93.0,
충남,아산시,547.0,
충남,서산시,136.0,
충남,논산시,11.0,
충남,계룡시,77.0,
충남,금산군,0.0,
충남,연기군,0.0,
충남,부여군,0.0,
충남,서천군,73.0,
충남,청양군,0.0,
충남,홍성군,0.0,
충남,예산군,89.0,
충남,태안군,156.0,
충남,당진시,269.0,
세종,계,424.0,
세종,세종시,424.0,
전북,계,1.0,565.0
전북,전주시,383.0,
전북,군산시,370.0,
전북,익산시,588.0,
전북,정읍시,0.0,
전북,남원시,31.0,
전북,김제시,157.0,
전북,완주군,0.0,
전북,진안군,0.0,
전북,무주군,0.0,
전북,장수군,0.0,
전북,임실군,14.0,
전북,순창군,22.0,
전북,고창군,0.0,
전북,부안군,0.0,
전남,계,1.0,946.0
전남,목포시,1.0,3.0
전남,여수시,0.0,
전남,순천시,406.0,
전남,나주시,0.0,
전남,광양시,349.0,
전남,담양군,0.0,
전남,곡성군,0.0,
전남,구례군,0.0,
전남,고흥군,0.0,
전남,보성군,0.0,
전남,화순군,0.0,
전남,장흥군,0.0,
전남,강진군,0.0,
전남,해남군,0.0,
전남,영암군,0.0,
전남,무안군,188.0,
전남,함평군,0.0,
전남,영광군,0.0,
전남,장성군,0.0,
전남,완도군,0.0,
전남,진도군,0.0,
전남,신안군,0.0,
경북,계,2.0,270.0
경북,포항시,801.0,
경북,경주시,76.0,
경북,김천시,231.0,
경북,안동시,492.0,
경북,구미시,254.0,
경북,영주시,0.0,
경북,영천시,9.0,
경북,상주시,0.0,
경북,문경시,196.0,
경북,경산시,18.0,
경북,군위군,0.0,
경북,의성군,0.0,
경북,청송군,0.0,
경북,영양군,0.0,
경북,영덕군,0.0,
경북,청도군,45.0,
경북,고령군,0.0,
경북,성주군,27.0,
경북,칠곡군,22.0,
경북,예천군,0.0,
경북,봉화군,0.0,
경북,울진군,99.0,
경북,울릉군,0.0,
경남,계,8.0,703.0
경남,창원시,2.0,306.0
경남,진주시,1.0,745.0
경남,통영시,134.0,
경남,사천시,695.0,
경남,김해시,475.0,
경남,밀양시,3.0,
경남,거제시,1.0,134.0
경남,양산시,1.0,871.0
경남,의령군,18.0,
경남,함안군,154.0,
경남,창녕군,0.0,
경남,고성군,1.0,
경남,남해군,0.0,
경남,하동군,0.0,
경남,산청군,14.0,
경남,함양군,87.0,
경남,거창군,66.0,
경남,합천군,0.0,
제주,계,983.0,
제주,제주시,741.0,
제주,서귀포시,242.0,
서울,계,2.0,908.0
서울,종로구,19.0,
서울,중구,57.0,
서울,용산구,83.0,
서울,성동구,142.0,
서울,광진구,20.0,
서울,동대문구,3.0,
서울,중랑구,55.0,
서울,성북구,225.0,
서울,강북구,62.0,
서울,도봉구,0.0,
서울,노원구,7.0,
서울,은평구,107.0,
서울,서대문구,88.0,
서울,마포구,709.0,
서울,양천구,76.0,
서울,강서구,56.0,
서울,구로구,412.0,
서울,금천구,0.0,
서울,영등포구,255.0,
서울,동작구,150.0,
서울,관악구,0.0,
서울,서초구,73.0,
서울,강남구,0.0,
서울,송파구,51.0,
서울,강동구,258.0,
부산,계,5.0,485.0
부산,중구,0.0,
부산,서구,2.0,
부산,동구,0.0,
부산,영도구,133.0,
부산,부산진구,241.0,
부산,동래구,24.0,
부산,남구,0.0,
부산,북구,678.0,
부산,해운대구,380.0,
부산,사하구,52.0,
부산,금정구,161.0,
부산,강서구,2.0,56.0
부산,연제구,87.0,
부산,수영구,159.0,
부산,사상구,57.0,
부산,기장군,1.0,455.0
대구,계,1.0,939.0
대구,중구,153.0,
대구,동구,20.0,
대구,서구,266.0,
대구,남구,0.0,
대구,북구,19.0,
대구,수성구,1.0,122.0
대구,달서구,324.0,
대구,달성군,35.0,
인천,계,4.0,920.0
인천,중구,1.0,239.0
인천,동구,0.0,
인천,남구,611.0,
인천,연수구,1.0,595.0
인천,남동구,217.0,
인천,부평구,37.0,
인천,계양구,238.0,
인천,서구,944.0,
인천,강화군,39.0,
인천,옹진군,0.0,
광주,계,1.0,350.0
광주,동구,39.0,
광주,서구,447.0,
광주,남구,409.0,
광주,북구,91.0,
광주,광산구,364.0,
대전,계,1.0,253.0
대전,동구,1.0,
대전,중구,162.0,
대전,서구,135.0,
대전,유성구,640.0,
대전,대덕구,315.0,
울산,계,2.0,210.0
울산,중구,429.0,
울산,남구,1.0,119.0
울산,동구,81.0,
울산,북구,352.0,
울산,울주군,229.0,
경기,계,24.0,941.0
경기,수원시,1.0,89.0
경기,성남시,138.0,
경기,의정부시,0.0,
경기,안양시,58.0,
경기,부천시,815.0,
경기,광명시,3.0,
경기,평택시,710.0,
경기,동두천시,0.0,
경기,안산시,91.0,
경기,고양시,2.0,559.0
경기,과천시,0.0,
경기,구리시,93.0,
경기,남양주시,1.0,254.0
경기,오산시,157.0,
경기,시흥시,821.0,
경기,군포시,78.0,
경기,의왕시,502.0,
경기,하남시,133.0,
경기,용인시,5.0,945.0
경기,파주시,2.0,477.0
경기,이천시,380.0,
경기,안성시,8.0,
경기,김포시,2.0,473.0
경기,양주시,223.0,
경기,여주군,0.0,
경기,화성시,4.0,476.0
경기,광주시,140.0,
경기,연천군,0.0,
경기,포천시,0.0,
경기,가평군,257.0,
경기,양평군,61.0,
강원,계,3.0,751.0
강원,춘천시,992.0,
강원,원주시,762.0,
강원,강릉시,489.0,
강원,동해시,570.0,
강원,태백시,31.0,
강원,속초시,200.0,
강원,삼척시,0.0,
강원,홍천군,40.0,
강원,횡성군,0.0,
강원,영월군,85.0,
강원,평창군,367.0,
강원,정선군,0.0,
강원,철원군,48.0,
강원,화천군,0.0,
강원,양구군,82.0,
강원,인제군,0.0,
강원,고성군,84.0,
강원,양양군,1.0,
충북,계,763.0,
충북,청주시,167.0,
충북,충주시,235.0,
충북,제천시,42.0,
충북,청원군,99.0,
충북,보은군,0.0,
충북,옥천군,0.0,
