월(Monthly),구분,시군구,미분양현황
2021-01,서울,계,49.0
2021-01,서울,종로구,
2021-01,서울,중구,
2021-01,서울,용산구,
2021-01,서울,성동구,0.0
2021-01,서울,광진구,1.0
2021-01,서울,동대문구,
2021-01,서울,중랑구,
2021-01,서울,성북구,
2021-01,서울,강북구,
2021-01,서울,도봉구,0.0
2021-01,서울,노원구,
2021-01,서울,은평구,
2021-01,서울,서대문구,
2021-01,서울,마포구,
2021-01,서울,양천구,0.0
2021-01,서울,강서구,
2021-01,서울,구로구,
2021-01,서울,금천구,
2021-01,서울,영등포구,
2021-01,서울,동작구,
2021-01,서울,관악구,0.0
2021-01,서울,서초구,0.0
2021-01,서울,강남구,
2021-01,서울,송파구,0.0
2021-01,서울,강동구,48.0
2021-01,부산,계,944.0
2021-01,부산,중구,0.0
2021-01,부산,서구,21.0
2021-01,부산,동구,60.0
2021-01,부산,영도구,46.0
2021-01,부산,부산진구,67.0
2021-01,부산,동래구,27.0
2021-01,부산,남구,49.0
2021-01,부산,북구,21.0
2021-01,부산,해운대구,102.0
2021-01,부산,사하구,156.0
2021-01,부산,금정구,102.0
2021-01,부산,강서구,110.0
2021-01,부산,연제구,1.0
2021-01,부산,수영구,7.0
2021-01,부산,사상구,139.0
2021-01,부산,기장군,36.0
2021-01,대구,계,419.0
2021-01,대구,중구,223.0
2021-01,대구,동구,56.0
2021-01,대구,서구,0.0
2021-01,대구,남구,0.0
2021-01,대구,북구,5.0
2021-01,대구,수성구,44.0
2021-01,대구,달서구,2.0
2021-01,대구,달성군,89.0
2021-01,인천,계,245.0
2021-01,인천,중구,104.0
2021-01,인천,남동구,18.0
2021-01,인천,서구,26.0
2021-01,인천,연수구,0.0
2021-01,인천,미추홀구,93.0
2021-01,인천,동구,0.0
2021-01,인천,부평구,4.0
2021-01,인천,계양구,0.0
2021-01,인천,강화군,0.0
2021-01,인천,옹진군,0.0
2021-01,광주,계,307.0
2021-01,광주,동구,276.0
2021-01,광주,서구,0.0
2021-01,광주,남구,0.0
2021-01,광주,북구,31.0
2021-01,광주,광산구,0.0
2021-01,대전,계,635.0
2021-01,대전,동구,19.0
2021-01,대전,중구,153.0
2021-01,대전,서구,295.0
2021-01,대전,유성구,168.0
2021-01,대전,대덕구,0.0
2021-01,울산,계,438.0
2021-01,울산,중구,2.0
2021-01,울산,남구,47.0
2021-01,울산,동구,63.0
2021-01,울산,북구,52.0
2021-01,울산,울주군,274.0
2021-01,세종,계,0.0
2021-01,세종,세종시,0.0
2021-01,경기,수원시,0.0
2021-01,경기,성남시,0.0
2021-01,경기,의정부시,51.0
2021-01,경기,안양시,3.0
2021-01,경기,부천시,78.0
2021-01,경기,광명시,0.0
2021-01,경기,평택시,253.0
2021-01,경기,동두천시,0.0
2021-01,경기,안산시,0.0
2021-01,경기,고양시,192.0
2021-01,경기,과천시,0.0
2021-01,경기,구리시,8.0
2021-01,경기,남양주시,67.0
2021-01,경기,오산시,4.0
2021-01,경기,시흥시,78.0
2021-01,경기,군포시,0.0
2021-01,경기,의왕시,0.0
2021-01,경기,하남시,22.0
2021-01,경기,용인시,30.0
2021-01,경기,파주시,3.0
2021-01,경기,이천시,3.0
2021-01,경기,안성시,192.0
2021-01,경기,김포시,5.0
2021-01,경기,양주시,18.0
2021-01,경기,여주시,31.0
2021-01,경기,화성시,257.0
2021-01,경기,광주시,20.0
2021-01,경기,연천군,0.0
2021-01,경기,포천시,2.0
2021-01,경기,가평군,9.0
2021-01,경기,양평군,241.0
2021-01,강원,춘천시,200.0
2021-01,강원,원주시,735.0
2021-01,강원,강릉시,333.0
2021-01,강원,동해시,54.0
2021-01,강원,태백시,0.0
2021-01,강원,속초시,153.0
2021-01,강원,삼척시,159.0
2021-01,강원,홍천군,7.0
2021-01,강원,횡성군,80.0
2021-01,강원,영월군,153.0
2021-01,강원,평창군,238.0
2021-01,강원,정선군,109.0
2021-01,강원,철원군,0.0
2021-01,강원,화천군,0.0
2021-01,강원,양구군,0.0
2021-01,강원,인제군,82.0
2021-01,강원,고성군,257.0
2021-01,강원,양양군,111.0
2021-01,충북,계,234.0
2021-01,충북,청주시,0.0
2021-01,충북,충주시,0.0
2021-01,충북,제천시,0.0
2021-01,충북,보은군,0.0
2021-01,충북,옥천군,8.0
2021-01,충북,영동군,45.0
2021-01,충북,증평군,0.0
2021-01,충북,진천군,90.0
2021-01,충북,괴산군,0.0
2021-01,충북,음성군,91.0
2021-01,충북,단양군,0.0
2021-01,충남,천안시,152.0
2021-01,충남,공주시,55.0
2021-01,충남,보령시,0.0
2021-01,충남,아산시,215.0
2021-01,충남,서산시,135.0
2021-01,충남,논산시,19.0
2021-01,충남,계룡시,78.0
2021-01,충남,당진시,707.0
2021-01,충남,금산군,0.0
2021-01,충남,부여군,261.0
2021-01,충남,서천군,145.0
2021-01,충남,청양군,0.0
2021-01,충남,홍성군,0.0
2021-01,충남,예산군,165.0
2021-01,충남,태안군,129.0
2021-01,전북,계,251.0
2021-01,전북,전주시,20.0
2021-01,전북,군산시,3.0
2021-01,전북,익산시,48.0
2021-01,전북,정읍시,0.0
2021-01,전북,남원시,0.0
2021-01,전북,김제시,14.0
2021-01,전북,완주군,114.0
2021-01,전북,진안군,0.0
2021-01,전북,무주군,0.0
2021-01,전북,장수군,0.0
2021-01,전북,임실군,19.0
2021-01,전북,순창군,0.0
2021-01,전북,고창군,0.0
2021-01,전북,부안군,33.0
2021-01,전남,목포시,301.0
2021-01,전남,여수시,13.0
2021-01,전남,순천시,7.0
2021-01,전남,나주시,120.0
2021-01,전남,광양시,551.0
2021-01,전남,담양군,0.0
2021-01,전남,곡성군,0.0
2021-01,전남,구례군,1.0
2021-01,전남,고흥군,16.0
2021-01,전남,보성군,0.0
2021-01,전남,화순군,0.0
2021-01,전남,장흥군,0.0
